"id","player","atpname","birthdate","weight","height","turnedpro","birthplace","coaches","hand","backhand","ioc"
"HC28","D. B. Huges","D. B. Huges",,,,,"","","","","GBR"
"HC29","Carl-Edvard Hedelund","Carl-Edvard Hedelund",19410314,,,,"","","","","DEN"
"HC38","Noel Holland","Noel Holland",19400408,,,,"","","","","AUS"
"HC39","Luu Hoang-Duc","Luu Hoang-Duc",,,,,"","","","","VIE"
"HC53","Paul Hearnden","Paul Hearnden",,,,,"","","","","AUS"
"HC76","Andres Hammersley","Andres Hammersley",,,,,"","","","","CHI"
"HD67","Youssef Hossam","Youssef Hossam",19980603,75,178,,"Giza, Egypt","Morgan","R","1H","EGY"
"HD68","Billy Harris","Billy Harris",19950125,89,193,,"Nottingham","Geoff Harris","R","2H","GBR"
"HE10","Lawrence Hall","Lawrence Hall",,,,,"","","","","USA"
"HE19","Howard Ho","Howard Ho",19820210,,,,"","","R","","NZL"
"HE31","M. Hill","M. Hill",,,,,"","","","",""
"HF80","Hady Habib","Hady Habib",19980821,88,188,,"Houston, TX, USA","Patricio Heras","R","2H","LBN"
"HG86","Lloyd Harris","Lloyd Harris",19970224,80,193,2015,"Cape Town, South Africa","Anthony Harris","R","2H","RSA"
"HG90","Conner Huertas del Pino","Conner Huertas del Pino",19951220,83,188,,"Lima","","R","2H","PER"
"HG94","Benjamin Hassan","Benjamin Hassan",19950204,85,183,,"Merzig, Germany","Hasan Ibrahim","R","2H","LBN"
"HH01","Benjamin Hannestad","Benjamin Hannestad",19970214,75,185,,"Copenhagen","Frederik Nielsen","R","2H","DEN"
"HH06","Marc-Andrea Huesler","Marc-Andrea Huesler",19960624,86,196,2016,"Zurich, Switzerland","Juerg Huesler","L","2H","SUI"
"HH26","Ugo Humbert","Ugo Humbert",19980626,73,188,2016,"Metz, France","Fabrice Martin","L","2H","FRA"
"I002","David Imonitie","David Imonitie",19540410,,,,"Lagos, Nigeria","","R","","NGR"
"I003","Marcelo Ingaramo","Marcelo Ingaramo",19621013,69,178,1982,"Cordoba, Argentina","","L","","ARG"
"I004","Erick Iskersky","Erick Iskersky",19580125,70,180,,"Toledo, OH","","R","","USA"
"I005","Haroon Ismail","Haroon Ismail",19550227,67,178,,"Harare, Zimbabwe","","R","","ZIM"
"I013","Zoltan Ilin","Zoltan Ilin",,,,,"","","R","","SRB"
"I016","Clay Iles","Clay Iles",19421207,,,,"","","R","","GBR"
"I017","Henry (Hank) Irvine","Henry (Hank) Irvine",19430901,,,,"Bulawayo","","R","","ZIM"
"I020","Zlatko Ivancic","Zlatko Ivancic",,,,,"","","R","","CRO"
"I022","Suehiro Ito","Suehiro Ito",,,,,"","","R","","JPN"
"I024","Munawar Iqbal","Munawar Iqbal",19480227,,,,"","","R","","PAK"
"I027","M.A. Ilahi","M.A. Ilahi",,,,,"","","R","","PAK"
"I029","Toshio Iwazawa","Toshio Iwazawa",,,,,"","","R","","JPN"
"I030","Osamu Ishiguro","Osamu Ishiguro",,,,,"Nagasaki, Japan","","R","","JPN"
"I034","Goran Ivanisevic","Goran Ivanisevic",19710913,82,193,1988,"Split, Croatia","Mario Tudor","L","2H","CRO"
"I036","Tomasz Iwanski","Tomasz Iwanski",19681205,,,,"","","R","","POL"
"I042","Asif Ismail","Asif Ismail",19700930,,,,"","","R","","IND"
"I046","Unknown Unknown","Unknown Unknown",,,,,"","","","",""
"I047","Jose Imaz-Ruiz","Jose Imaz-Ruiz",19740530,70,178,1995,"","Alfredo Puente","R","","ESP"
"I052","Andrew Ilie","Andrew Ilie",19760418,78,180,1994,"Bucharest, Romania","Dan Ilie","R","","AUS"
"I054","Satoshi Iwabuchi","Satoshi Iwabuchi",19751007,73,175,,"kanagawa","","L","","JPN"
"I062","Yaoki Ishii","Yaoki Ishii",19770429,,,,"","Brad Koontz","R","","JPN"
"I063","Tasuku Iwami","Tasuku Iwami",19780709,,168,1996,"fukuoka","","L","","JPN"
"I067","Vladimir Ivanov","Vladimir Ivanov",19870410,,,,"","","R","","EST"
"I069","Kirill Ivanov-Smolensky","Kirill Ivanov-Smolensky",19810219,,,1998,"","","R","","RUS"
"I074","Jonathan Igbinovia","Jonathan Igbinovia",19801227,,,,"","","R","","NGR"
"I094","Victor Ionita","Victor Ionita",19830511,72,185,,"Bucharest, Romania","","R","","ROU"
"I097","Stefano Ianni","Stefano Ianni",19810131,,,,"","","R","","ITA"
"I0A7","Nicholas David Ionel","Nicholas David Ionel",20021012,75,,,"Bucharest","Andrei Pavel","R","2H","ROU"
"I0AC","Hasan Ibrahim","Hasan Ibrahim",19950817,,,,"","","","","GER"
"I0AL","Jay Isqur","Jay Isqur",,,,,"","","","","USA"
"I0BF","Ivan Ivanov","Ivan Ivanov",20081030,,,,"","","R","","BUL"
"I0BG","Khoder Issa","Khoder Issa",,,,,"","","","","LBN"
"I145","Kyu Tae Im","Kyu Tae Im",19810106,75,185,2001,"Seoul, Korea","Yong-il, Yoon","R","","KOR"
"I151","Murad Inoyatov","Murad Inoyatov",19841113,,,,"","","","","UZB"
"I164","Sarvar Ikramov","Sarvar Ikramov",19850110,85,180,,"Tashkent, Uzbekistan","Ikramov","R","2H","UZB"
"I165","Denis Istomin","Denis Istomin",19860907,86,185,2004,"Orenburg, Russia","Klaudiya Istomina","R","2H","UZB"
"I166","Daniel Isaza","Daniel Isaza",,,,,"","","","","COL"
"I183","Yuichi Ito","Yuichi Ito",19860806,,,,"","","","","JPN"
"I186","John Isner","John Isner",19850426,108,208,2007,"Greensboro, NC, USA","Philip Farmer","R","2H","USA"
"I188","Ziya Isikustun","Ziya Isikustun",,,,,"","","","","TUR"
"I189","Nodar Itonishvili","Nodar Itonishvili",19871114,,,,"","","","","GEO"
"I195","Candy Idoko","Candy Idoko",19850927,64,175,,"Kaduna, Nigeria","","R","","NGR"
"I198","Takahiro Ittogi","Takahiro Ittogi",19881217,,,,"","","R","","JPN"
"I200","Dominic Inglot","Dominic Inglot",19860306,94,198,,"London, England","Louis Cayer","R","1H","GBR"
"I201","Yassine Idmbarek","Yassine Idmbarek",19861207,,,,"","","","","MAR"
"I205","Ali Ismaeel","Ali Ismaeel",19880101,,,,"","","","","KUW"
"I207","Mikk Irdoja","Mikk Irdoja",19870717,,,,"","","","","EST"
"I218","Charles Irie","Charles Irie",19850707,,,,"","","R","","CIV"
"I230","Tatsuma Ito","Tatsuma Ito",19880518,75,180,2006,"Mie, Japan","Alexander Waske","R","2H","JPN"
"I236","Uladzimir Ignatik","Uladzimir Ignatik",19900714,82,183,2007,"Minsk, Belarus","","R","","BLR"
"I286","Temur Ismailov","Temur Ismailov",19950114,,,,"","","","","UZB"
"I294","Win Irwin","Win Irwin",,,,,"","","","","USA"
"I305","Ilya Ivashka","Ilya Ivashka",19940224,87,193,2013,"Minsk, Belarus","","R","2H","BLR"
"I306","Cem Ilkel","Cem Ilkel",19950821,81,185,2013,"Istanbul, Turkiye","Gavin Hopper","R","2H","TUR"
"I308","Samir Iftikhar","Samir Iftikhar",19920323,,,,"","","","","PAK"
"I326","Pruchya Isaro","Pruchya Isaro",19951016,70,175,,"Songkhla, Thailand","Soonton Isarow","R","2H","THA"
"I344","Aleksandr Ivanov","Aleksandr Ivanov",,,,,"","","","","RUS"
"I353","Gadi Irshai","Gadi Irshai",,,,,"","","","","ISR"
"I354","Olan Issara","Olan Issara",,,,,"","","","","THA"
"I359","Douglas Irvine","Douglas Irvine",,,,,"","","","","ZIM"
"I403","Constantinos Ioannides","Constantinos Ioannides",19950607,67,178,,"Limassol, Cyprus","Polis Ioannides","R","2H","CYP"
"I411","Johannes Ingildsen","Johannes Ingildsen",19970701,84,193,,"Frederiksberg","","R","2H","DEN"
"J004","Martin Jaite","Martin Jaite",19641009,70,178,1983,"Buenos Aires, Argentina","","R","","ARG"
"J005","Ville Jansson","Ville Jansson",19650410,66,183,,"Timra, Sweden","","R","","SWE"
"J006","Anders Jarryd","Anders Jarryd",19610713,70,180,1980,"Lidkoping, Sweden","Jon-anders Sjogren","R","","SWE"
"J007","Mark Jeffrey","Mark Jeffrey",,,,,"","","R","","AUS"
"J008","Eric Jelen","Eric Jelen",19650311,77,180,,"Trier, Germany","","R","","GER"
"J009","Luke Jensen","Luke Jensen",19660618,86,191,1987,"Grayling, MI","Brian Gottfried","A","","USA"
"J011","Christian Jessel","Christian Jessel",19630322,,,,"","","R","","GER"
"J014","Chris Johnstone","Chris Johnstone",19601012,68,175,,"Perth, Australia","","R","","AUS"
"J016","Peter Johnston","Peter Johnston",19600601,75,178,1979,"Melbourne, VIC, Australia","","L","","AUS"
"J017","Warrick Jones","Warrick Jones",,,,,"","","R","","USA"
"J018","Kelly Jones","Kelly Jones",19640331,76,185,1986,"Fort Gordon, GA, USA","Angel Lopez","R","","USA"
"J020","Alvaro Jordan","Alvaro Jordan",19620108,75,185,,"Cali, Colombia","Ivan Molina","R","","COL"
"J021","Deon Joubert","Deon Joubert",19530610,,,,"OrangeFree State,South Africa","","L","","RSA"
"J028","Renato Joaquim","Renato Joaquim",,,,,"","","R","","BRA"
"J029","John James","John James",19510307,79,183,,"Adelaide, Australia","","R","","AUS"
"J030","Andrew Jarrett","Andrew Jarrett",19580109,,,,"Belper, Derbyshire, England","","R","","GBR"
"J031","Francois Jauffret","Francois Jauffret",19420209,75,180,,"Bordeaux, France","","R","","FRA"
"J032","Kjell Johansson","Kjell Johansson",19510212,,,,"Delasjofors, Sweden","","R","","SWE"
"J033","Boro Jovanovic","Boro Jovanovic",19391021,,,,"Zagreb, Croatia","","R","","YUG"
"J036","Brian Joelson","Brian Joelson",19610930,75,183,1987,"Columbus, GA","","R","","USA"
"J038","Tony Jonsson","Tony Jonsson",,,,,"","","R","","NOR"
"J039","Amani Jumatano","Amani Jumatano",,,,,"","","R","","BFA"
"J043","Chang-Dae Jeon","Chang-Dae Jeon",19601026,75,175,,"Masan, South Korea","","R","","KOR"
"J044","Audun Jensen","Audun Jensen",19660722,70,178,,"Hamar, Norway","","R","","NOR"
"J045","Young-Dae Jeon","Young-Dae Jeon",19601004,78,183,,"Chungmu, South Korea","","R","","KOR"
"J046","Evgeni Zhelyazkov","Evgeni Zhelyazkov",,,,,"","","R","","BUL"
"J053","Gordon Jones","Gordon Jones",,,,,"","","R","","USA"
"J059","Warren Jacques","Warren Jacques",19380310,,,,"Sydney, NSW, Australia","","R","","AUS"
"J062","Noel Jensen","Noel Jensen",,,,,"","","R","","AUS"
"J064","Leif Johansson","Leif Johansson",19520603,,,,"","","R","","SWE"
"J066","Pierre Joly","Pierre Joly",,,,,"","","R","","FRA"
"J067","Randy Jones","Randy Jones",,,,,"","","R","","USA"
"J069","Per Jemsby","Per Jemsby",,,,,"","","R","","SWE"
"J070","Christian Janssens","Christian Janssens",,,,,"","","R","","BEL"
"J071","Pierre Jauffret","Pierre Jauffret",,,,,"","","R","","FRA"
"J073","Wojceh Jamroz","Wojceh Jamroz",,,,,"","","R","","POL"
"J082","Murphy Jensen","Murphy Jensen",19681030,82,193,1991,"Ludington, MI","","L","","USA"
"J083","Philip Johnson","Philip Johnson",19640911,68,173,,"Bartow, FL","","R","","USA"
"J084","Lars Jonsson","Lars Jonsson",19700627,70,188,1988,"Goteborg, Sweden","","R","","SWE"
"J085","Roberto Jabali","Roberto Jabali",19700516,84,191,1988,"Ribeirao Preto, Brazil","","R","","BRA"
"J092","Ola Jonsson","Ola Jonsson",19661103,70,178,1989,"Stockholm, Sweden","","R","","SWE"
"J093","Howard Joffe","Howard Joffe",19711024,,,,"Johannesburg, South Africa","","R","","RSA"
"J094","Robert Janecek","Robert Janecek",19720609,77,183,,"Toronto, Ontario, Canada","","R","","CAN"
"J096","Seung-Ho Ji","Seung-Ho Ji",19680128,,,,"","","R","","KOR"
"J098","Donald Johnson","Donald Johnson",19680909,84,191,1992,"Bethlehem, PA, USA","Juan Barcelo","L","","USA"
"J09X","Filip Cristian Jianu","Filip Cristian Jianu",20010918,78,180,,"Bucharest","----------","R","2H","ROU"
"J0A4","Paul Jubb","Paul Jubb",19991031,72,180,2020,"York, England","Jaime Pulgar-Garcia","R","2H","GBR"
"J0AZ","Kyrian Jacquet","Kyrian Jacquet",20010511,71,175,,"Lyon","Stefane Robert","R","2H","FRA"
"J0B0","Kyle Johnson","Kyle Johnson",19930930,,,,"","","","","USA"
"J0BL","Rick Jordan","Rick Jordan",,,,,"","","","","USA"
"J0BM","Erwin Jager","Erwin Jager",,,,,"","","","","GER"
"J0C3","Erhard Jung","Erhard Jung",,,,,"","","","","GER"
"J0C4","Phil Jones","Phil Jones",,,,,"","","","","USA"
"J0C5","Tom James","Tom James",,,,,"","","","","USA"
"J0C7","Carl Johnson","Carl Johnson",,,,,"","","","","USA"
"J0C8","Howard Jameson","Howard Jameson",,,,,"","","","","USA"
"J0C9","Don Jacobus","Don Jacobus",,,,,"","","","","USA"
"J0CA","Ken Jantz","Ken Jantz",,,,,"","","","","USA"
"J0CB","Will James","Will James",,,,,"","","","","USA"
"J0CC","C. Jakins","C. Jakins",,,,,"","","","","RSA"
"J0CD","Tomas Jaci","Tomas Jaci",,,,,"","","","","SRB"
"J0CE","Peter Jubber","Peter Jubber",,,,,"","","","","RSA"
"J0CF","Richard Jooste","Richard Jooste",19490112,,,,"Kimberley, South Africa","","","","RSA"
"J0CG","Johan Jepson","Johan Jepson",,,,,"","","","","AUS"
"J0CH","Alan Jackson","Alan Jackson",,,,,"","","","","GBR"
"J0CI","R.R. Jones","R.R. Jones",,,,,"","","","","GBR"
"J0CJ","Conrad Johnson","Conrad Johnson",,,,,"","","","","RSA"
"J0CS","Petar Jovanovic","Petar Jovanovic",20030723,,,,"","","","","MNE"
"J0D2","Maximus Jones","Maximus Jones",20040905,86,185,,"Sydney, Australia","","R","2H","THA"
"J0D7","Randy Jobson","Randy Jobson",,,,,"","","","","USA"
"J0DU","A.L. Jones","A.L. Jones",,,,,"","","","",""
"J0DV","Jorge Jaik","Jorge Jaik",,,,,"","","","","MEX"
"J0DW","Glenn Juriet","Glenn Juriet",,,,,"","","","","USA"
"J0DZ","Rafael Jodar","Rafael Jodar","20060917","70","191","","Madrid","Rafael Jodar","R","2H","ESP"
"J0E0","Tarmo Jokinen","Tarmo Jokinen",19461103,,,,"","","","","FIN"
"J100","Michael Joyce","Michael Joyce",19730201,75,180,1991,"Santa Monica, CA, USA","Tony Graham","R","","USA"
"J125","Otakar Jurecka","Otakar Jurecka",,,,,"","","R","","CZE"
"J129","Thomas Johansson","Thomas Johansson",19750324,80,180,1994,"Linkoping, Sweden","","R","2H","SWE"
"J148","Fredrik Jonsson","Fredrik Jonsson",19770328,82,193,1996,"Malmo, Sweden","","R","","SWE"
"J157","Rafael Jordan","Rafael Jordan",,,,,"","","R","","PUR"
"J159","Joan Jimenez-Guerra","Joan Jimenez-Guerra",19780124,,,,"","","R","","AND"
"J164","Julien Jeanpierre","Julien Jeanpierre",19800310,77,188,1999,"Reniremont, France","Alain Solves","R","","FRA"
"J171","Gabor Jaross","Gabor Jaross",19790203,,,,"","","R","","HUN"
"J173","Walid Jallali","Walid Jallali",19780630,,,,"","","R","","TUN"
"J180","Bryan Juinio","Bryan Juinio",19741010,,,,"","","R","","USA"
"J194","Joachim Johansson","Joachim Johansson",19820701,90,198,2000,"Lund, Sweden","Johan Landsberg","R","1H","SWE"
"J203","Shan Jiang","Shan Jiang",19801008,,,,"","","R","","CHN"
"J206","Alexandros Jakupovic","Alexandros Jakupovic",19811214,,,,"","","R","","GRE"
"J214","Diego Junqueira","Diego Junqueira",19801228,72,178,2001,"Tandil, Buenos Aires, Argentin","Walter Grinovero","L","","ARG"
"J221","Dick Johnson","Dick Johnson",,,,,"","","","","USA"
"J225","Ken Jorgenson","Ken Jorgenson",,,,1972,"","","","","AUS"
"J230","Rameez Junaid","Rameez Junaid",19810525,,,,"","Rainer Bopp","R","","AUS"
"J233","Alun Jones","Alun Jones",19800426,69,180,2000,"Boksburg, South Africa","","R","2H","AUS"
"J239","Damar Johnson","Damar Johnson",19840123,,,,"","","","","JAM"
"J240","Jerry Joseph","Jerry Joseph",19800406,,,,"","","","","HAI"
"J247","Kevin Jonckheer","Kevin Jonckheer",,,,,"","","","","AHO"
"J259","Andis Juska","Andis Juska",19850522,,,,"","","R","","LAT"
"J263","Woong-Sun Jun","Woong-Sun Jun",19860614,90,191,2005,"Seoul, Korea","Young-il Yoon","R","","KOR"
"J265","Adam Jaya","Adam Jaya",19850110,,,,"","","","","MAS"
"J267","Malek Jaziri","Malek Jaziri",19840120,83,185,2003,"Bizerte, Tunisia","Dejan Petrovic","R","2H","TUN"
"J272","Rok Jarc","Rok Jarc",19850720,,,,"","","","","SLO"
"J282","Mark Joffey","Mark Joffey",,,,1975,"","","R","","USA"
"J284","G.D. Jones","G.D. Jones",19860401,72,183,,"Auckland, New Zealand","","R","","NZL"
"J287","K. Javan","K. Javan",,,,,"","","","","IRI"
"J290","Scoville Jenkins","Scoville Jenkins",19860923,77,188,2004,"Atlanta, Georgia, USA","","R","2H","USA"
"J304","Carlos Junquet","Carlos Junquet",,,,,"","","","","ARG"
"J308","Bob Joyner","Bob Joyner",,,,,"","","","","USA"
"J338","Romain Jouan","Romain Jouan",19850716,77,183,2006,"Landerneau, France","Laurent Gabail","R","","FRA"
"J341","Cyril Jacobe","Cyril Jacobe",19830331,,,,"","","","","VAN"
"J343","David Josepa","David Josepa",,,,,"","","","","AHO"
"J344","Min-Hyeok Cho","Min-Hyeok Cho",19870117,,,,"","","A","2H","KOR"
"J361","Greg Jones","Greg Jones",19890131,84,193,2007,"Sydney, Australia","","R","","AUS"
"J365","Petar Jelenic","Petar Jelenic",19870613,80,,,"Split, Croatia","","R","","CRO"
"J374","Damion Johnson","Damion Johnson",19850503,,,,"","","","","JAM"
"J378","Tomislav Jotovski","Tomislav Jotovski",19901027,,,,"","","","","MKD"
"J380","Jason Jung","Jason Jung",19890615,69,180,2011,"Torrance, CA, USA","Oliver Messerli","R","2H","TPE"
"J386","Steve Johnson","Steve Johnson",19891224,86,188,2012,"Orange, CA, USA","Peter Smith, Marc Lucero","R","2H","USA"
"J397","Jerzy Janowicz","Jerzy Janowicz",19901113,94,203,2007,"Lodz, Poland","","R","2H","POL"
"J399","Mehdi Jdi","Mehdi Jdi",19881213,,,,"","","","","MAR"
"J452","Suk-Young Jeong","Suk-Young Jeong",19930412,,,,"","","R","2H","KOR"
"J476","David Jorda Sanchis","David Jorda Sanchis",19940614,86,198,,"Barcelona, Spain","Alex Lopez Moron","R","2H","ESP"
"J549","Giorgi Javakhishvili","Giorgi Javakhishvili",19951023,,,,"","","R","2H","GEO"
"J551","Nicolas Jarry","Nicolas Jarry",19951011,90,201,2014,"Santiago, Chile","Cesar Fabregas, Jose Checa Calvo","R","2H","CHI"
"J553","Omar Jasika","Omar Jasika",19970518,60,183,,"Melbourne Victoria, Australia","Admir Jasika -Mitch","L","2H","AUS"
"J559","Bill Joiner","Bill Joiner",,,,,"","","","","AUS"
"J570","Jarek Jadcyznski","Jarek Jadcyznski",,,,,"","","","","POL"
"J572","Stephen Jones","Stephen Jones",,,,,"","","","","GBR"
"J575","Peter Jackson","Peter Jackson",19340922,,,,"","","","","IRL"
"J576","Gary Johnson","Gary Johnson",,,,,"","","","","USA"
"J579","B. Johnston","B. Johnston",,,,,"","","","","RSA"
"J580","Bob Johnson","Bob Johnson",,,,,"","","","","RSA"
"J581","Jack Jackson","Jack Jackson",19450715,,,,"","","","","USA"
"J582","A. Jordan","A. Jordan",,,,,"","","","","GBR"
"J583","B. L. Jones","B. L. Jones",,,,,"","","","","GBR"
"J584","Stephen Joseph","Stephen Joseph",,,,,"","","","","GBR"
"J585","R. Jenkin","R. Jenkin",,,,,"","","","","GBR"
"J589","Torsten Johansson","Torsten Johansson",19200411,,,,"","","","","SWE"
"J595","Walter Johnson","Walter Johnson",19440710,,,,"","","","","USA"
"J600","Finn-Dag Jagge","Finn-Dag Jagge",19360504,,,,"","","","","NOR"
"J620","Maxime Janvier","Maxime Janvier",19961018,85,196,2014,"Creil, France","Olivier Bardeau","R","2H","FRA"
"J660","Hussain Jamal","Hussain Jamal",19990117,,,,"","","R","2H","KUW"
"K001","George Kalovelonis","George Kalovelonis",19590823,82,191,,"Athens, Greece","","R","","GRE"
"K002","Jun Kamiwazumi","Jun Kamiwazumi",19471001,,,,"Ishikawa, Japan","","R","","JPN"
"K003","Hans-Peter Kandler","Hans-Peter Kandler",19560402,78,185,,"Moedling, Austria","","R","","AUT"
"K006","Ney Keller","Ney Keller",19581202,,,,"","","R","","BRA"
"K008","Damir Keretic","Damir Keretic",19600326,68,178,,"Zagreb, Croatia","","R","","GER"
"K009","Carlos Kirmayr","Carlos Kirmayr",19500923,68,173,,"Sao Paulo, Brazil","","R","","BRA"
"K010","Cesar Kist","Cesar Kist",19641022,70,180,,"Santa Cruz, Brazil","","R","","BRA"
"K011","Jeff Klaparda","Jeff Klaparda",19631107,66,173,1986,"Los Angeles, CA, USA","","R","","USA"
"K012","Bruce Kleege","Bruce Kleege",19541101,84,191,,"Frankfurt, Germany","","R","","USA"
"K013","Ivan Kley","Ivan Kley",19580629,79,183,,"Novo Hamburgo, Brazil","","R","","BRA"
"K014","Dick Klitch","Dick Klitch",,,,,"Columbus, OH, USA","","R","","USA"
"K015","Roger Knapp","Roger Knapp",19590907,77,183,1982,"La Jolla, CA, USA","","L","","USA"
"K016","Mark Koevermans","Mark Koevermans",19680203,79,185,1987,"Rotterdam, Netherlands","","R","","NED"
"K017","Andy Kohlberg","Andy Kohlberg",19590817,82,178,1980,"New York, NY, USA","","L","","USA"
"K019","Eric Korita","Eric Korita",19630113,93,196,,"Chicago, IL","","R","","USA"
"K020","Edson Krause","Edson Krause",,,,,"","","R","","BRA"
"K021","Mark Kratzmann","Mark Kratzmann",19660517,85,175,1984,"Murgon, QLD, Australia","","L","1H","AUS"
"K022","Johan Kriek","Johan Kriek",19580405,76,175,1978,"Pongola, South Africa","","R","","USA"
"K023","Aaron Krickstein","Aaron Krickstein",19670802,73,183,1983,"Ann Arbor, MI","Gavin Hopper","R","2H","USA"
"K024","Ramesh Krishnan","Ramesh Krishnan",19610605,64,170,1978,"Madras, India","","R","","IND"
"K025","Marc Krippendorf","Marc Krippendorf",,,,,"","","R","","SUI"
"K029","Patrice Kuchna","Patrice Kuchna",19630510,77,178,,"Denain, France","","R","","FRA"
"K030","Patrik Kuhnen","Patrik Kuhnen",19660211,82,191,1985,"Puttlingen, Germany","Helmut Luthy","R","","GER"
"K031","Zoltan Kuharszky","Zoltan Kuharszky",19590708,75,183,,"Budapest, Hungary","","R","","HUN"
"K032","Tetsu Kuramitsu","Tetsu Kuramitsu",,,,,"","","R","","JPN"
"K033","Michael Kures","Michael Kures",19640725,77,185,,"Prague, Czechoslovakia","","R","","USA"
"K036","Thomaz Koch","Thomaz Koch",19450511,,,,"Porto Alegre, Brazil","","L","","BRA"
"K040","Dusan Kulhaj","Dusan Kulhaj",,,,,"","","R","","CZE"
"K041","Hans Kary","Hans Kary",19490223,,,,"Spittal, Austria","","L","","AUT"
"K044","Chris Kachel","Chris Kachel",19550619,,,,"Tamworth, Australia","","R","","AUS"
"K045","Nicholas Kalogeropoulos","Nicholas Kalogeropoulos",19450218,,,,"Costa Rica","","R","","GRE"
"K046","Nicolas Kelaidis","Nicolas Kelaidis",19491029,73,,,"Alexandria, Egypt","","R","1H","GRE"
"K047","Ray Keldie","Ray Keldie",19460117,,,,"","","R","","AUS"
"K048","Hartmut Kirchhubel","Hartmut Kirchhubel",19520423,,,,"","","R","","GER"
"K049","Jan Kodes","Jan Kodes",19460301,81,175,,"Prague, Czechia","","R","","CZE"
"K051","Filip Krajcik","Filip Krajcik",19550723,,,,"","","R","","AUT"
"K052","Robert Kreiss","Robert Kreiss",19530430,,,,"","","R","","USA"
"K053","Steve Krulevitz","Steve Krulevitz",19510530,77,175,1973,"Baltimore, MD, USA","","R","","USA"
"K054","Jun Kuki","Jun Kuki",19451228,,,,"Yokkaichi, Japan","","R","","JPN"
"K058","Randall King","Randall King",,,,,"","","R","","HKG"
"K060","Shanker Krishnan","Shanker Krishnan",,,,,"","","R","","IND"
"K064","Kevin Kerns","Kevin Kerns",19590424,,,,"Levittown, PA","","R","","USA"
"K065","Jack Kruger","Jack Kruger",,,,,"","","R","","USA"
"K066","Nagy Kabaz","Nagy Kabaz",,,,,"","","R","","SEN"
"K067","Wojtek Kowalski","Wojtek Kowalski",19671010,80,183,,"Inowroclaw, Poland","","R","","POL"
"K068","Bong-Soo Kim","Bong-Soo Kim",19621130,75,180,,"Seoul, South Korea","","R","","KOR"
"K069","Jan Kallquist","Jan Kallquist",19580531,,,,"","","R","","SWE"
"K071","Doug King","Doug King",,,,,"","","R","","USA"
"K072","Sandor Kiss","Sandor Kiss",,,,,"","","R","","HUN"
"K073","Paul Kronk","Paul Kronk",19540922,,,,"Toowoomba, Australia","","R","","AUS"
"K074","Thibault Kuentz","Thibault Kuentz",,,,,"","","R","","FRA"
"K077","Chris Kennedy","Chris Kennedy",19630914,77,185,,"Danbury, CT","","R","","USA"
"K081","Richard Dick Knight","Richard Dick Knight",19480515,,,,"Seattle, WA, U.S.A.","","R","","USA"
"K083","Taisen Kanai","Taisen Kanai",,,,,"","","R","","JPN"
"K084","Sachio Kato","Sachio Kato",,,,,"","","R","","JPN"
"K086","Ray Kelly","Ray Kelly",,,,,"","","R","","AUS"
"K089","Martin Koek","Martin Koek",,,,,"","","R","","NED"
"K090","Attila Korpas","Attila Korpas",19450901,,,,"","","R","","GER"
"K094","Akira Kawaguchi","Akira Kawaguchi",,,,,"","","R","","JPN"
"K097","Vladimir Korotkov","Vladimir Korotkov",19480423,,,,"Moscow","","R","","RUS"
"K098","Stepan Koudelka","Stepan Koudelka",19450221,,,,"Prague","","R","","GER"
"K099","Jan Kukal","Jan Kukal",19420913,,,,"Bratislava, Czechoslovakia","","R","","CZE"
"K09F","Pavel Kotov","Pavel Kotov",19981118,89,191,2016,"Moscow, Russia","Liliya Kotova, Mikhail Bril","R","2H","RUS"
"K0A3","Patrick Kypson","Patrick Kypson",19991028,82,188,2019,"Durham, NC, USA","Alejandro Gonzalez","R","2H","USA"
"K0AH","Sebastian Korda","Sebastian Korda",20000705,82,196,2018,"Bradenton, FL, USA","Martin Stepanek","R","2H","USA"
"K0AZ","Aleksandar Kovacevic","Aleksandar Kovacevic",19980829,79,183,2021,"New York, NY, USA","Damion Jackson","R","1H","USA"
"K0BR","Yassir Kilani","Yassir Kilani",20000810,,,,"Rabat, Morocco","","R","2H","MAR"
"K0BU","Palaphoom Kovapitukted","Palaphoom Kovapitukted",19991205,71,178,,"Bangkok","Adam Vejmelka","R","2H","THA"
"K0CF","Sheil Kotecha","Sheil Kotecha",20000328,,,,"","","R","2H","KEN"
"K0D6","Yousaf Khalil","Yousaf Khalil",19990401,,,,"","","","","PAK"
"K0D9","Wai Yu Kai","Wai Yu Kai",20010320,,,,"","","","","HKG"
"K0DP","Oleksii Krutykh","Oleksii Krutykh",20000310,78,185,,"Kiev","","R","2H","UKR"
"K0DQ","Doo-Hwan Kim","Doo-Hwan Kim",19420212,,,,"","","","","KOR"
"K0E6","Alibek Kachmazov","Alibek Kachmazov",20020817,81,185,,"Vladikavkaz, North-Ossetia","Milan Kalaba","R","","RUS"
"K0EE","Omni Kumar","Omni Kumar",20011010,73,173,,"Mountain View, CA, USA","Brandon Lam","L","1H","USA"
"K0EP","Jerome Kym","Jerome Kym",20030212,87,198,2019,"Rheinfelden, Switzerland","Markus Hipfl","R","2H","SUI"
"K0F6","Junzo Kawamori","Junzo Kawamori",,,,,"","","","","JPN"
"K0G0","Errol Kilov","Errol Kilov",,,,,"","","","","RSA"
